location,category_name,item_name,gross_sales,net_sales,amount_sold,discounts,avg_item_size
FV,Uncategorized,K Crystal Hello Kitty - Clear Quartz,15.00,15.00,1,0.00,15.00
FV,Uncategorized,K Crystal My Melody Clear Quartz,15.00,15.00,1,0.00,15.00
FV,Uncategorized,Custom Item,12.00,12.00,1,0.00,12.00
FV,Uncategorized,K Crystal - Bear (Small) Amethyst,12.00,12.00,1,0.00,12.00
FV,Uncategorized,Custom Item,10.00,10.00,1,0.00,10.00
FV,Uncategorized,shipping,10.00,10.00,1,0.00,10.00
FV,Uncategorized,K Crystal - Bunny,8.00,8.00,1,0.00,8.00
FV,Uncategorized,White Rose Pin,5.00,5.00,1,0.00,5.00
FV,Uncategorized,Custom Item,3.00,3.00,1,0.00,3.00
FV,Uncategorized,Custom Item,97.95,0.00,1,0.00,-
FV,Uncategorized,Geanna Corset Midi 0 Smoky quartz,97.95,0.00,1,0.00,-
FV,Jewelry ,DD White Sakura Bracelet S,204.00,204.00,3,0.00,68.00
FV,Jewelry ,DD Sakura Choker 65,198.00,198.00,1,0.00,198.00
FV,Jewelry ,DD White Necklace 66,198.00,198.00,1,0.00,198.00
FV,Jewelry ,DD Crystal Opal Earring,174.00,174.00,3,0.00,58.00
FV,Jewelry ,DD Jessi Necklace,158.00,158.00,1,0.00,158.00
FV,Jewelry ,DD 55 Emi Earrings,216.00,108.00,2,-5.40,108.00
FV,Jewelry ,DD 39 Emari Earrings,98.00,98.00,1,0.00,98.00
FV,Jewelry ,DD 52 Sakura Earrings,98.00,98.00,1,0.00,98.00
FV,Jewelry ,DD Maretta Opal Necklace,98.00,98.00,1,0.00,98.00
FV,Jewelry ,Boho Rosa Rose Quartz Earrings,85.00,85.00,1,0.00,85.00
FV,Jewelry ,DD Joelle Necklace,68.00,68.00,1,0.00,68.00
FV,Jewelry ,DD Julie Bracelet,68.00,68.00,1,0.00,68.00
FV,Jewelry ,DD Kanae Earrings,136.00,68.00,2,-3.40,68.00
FV,Jewelry ,DD Kotoha Earrings,68.00,68.00,1,0.00,68.00
FV,Jewelry ,DD Sakura Leaf Drop Earrings,68.00,68.00,1,0.00,68.00
FV,Jewelry ,DD Star Chalcedony Earrings,68.00,68.00,1,0.00,68.00
FV,Jewelry ,DD White Sakura Neclace,68.00,68.00,1,0.00,68.00
FV,Jewelry ,Boho Boho Daisy Swarovski Pearl Bracelets,65.00,65.00,1,0.00,65.00
FV,Jewelry ,DD 28 Kasimira Earrings,58.00,58.00,1,0.00,58.00
FV,Jewelry ,DD Jacinthe Bracelet,58.00,58.00,1,0.00,58.00
FV,Jewelry ,DD Mairi Necklace,58.00,58.00,1,0.00,58.00
FV,Jewelry ,DD Malvina Necklace,58.00,58.00,1,0.00,58.00
FV,Jewelry ,DD Threader Small Earrings,58.00,58.00,1,0.00,58.00
FV,Jewelry ,DD White Sakra Bracelet,58.00,58.00,1,0.00,58.00
FV,Jewelry ,DD 38 Earrings,58.00,49.30,1,-8.70,49.30
FV,Jewelry ,DD Kotone Huggies Earrings,58.00,49.30,1,-8.70,49.30
FV,Jewelry ,DD Glass Earrings,48.00,48.00,1,0.00,48.00
FV,Jewelry ,DD Jayanthi Bracelet,48.00,48.00,1,0.00,48.00
FV,Jewelry ,DD 27 Gold Bar Kasi Earrings,68.00,0.00,1,-3.40,-
FV,Jewelry ,DD Small Rabbit Necklace,118.00,0.00,1,-5.90,-
FV,Bottoms,Amina Pleated Skirt 2  Black,276.00,276.00,2,0.00,138.00
FV,Bottoms,Melissa Pleated Pants (LONG) Ruby,196.00,196.00,2,0.00,98.00
FV,Bottoms,Amina Pleated Skirt 2  White,138.00,138.00,1,0.00,138.00
FV,Bottoms,Amina Pleated Skirt 6  Navy,138.00,138.00,1,0.00,138.00
FV,Bottoms,Amina Pleated Skirt 8  White,138.00,138.00,1,0.00,138.00
FV,Bottoms,Presley Pleated Mini Skort Ruby 6 ,118.00,118.00,1,0.00,118.00
FV,Bottoms,Melissa Pleated Pants (LONG) Black,98.00,98.00,1,0.00,98.00
FV,Bottoms,Melissa Pleated Pants Mauve,98.00,98.00,1,0.00,98.00
FV,Bottoms,Kris Mini Skort 2  Slate ,108.00,91.80,1,-16.20,91.80
FV,K Crystal,K Crystal Sphere - Pink Amethyst,98.00,98.00,1,0.00,98.00
FV,K Crystal,K Crystal Elephant - Golden Healer,56.00,56.00,1,0.00,56.00
FV,K Crystal,K Crystal Elephant - Flourite,49.00,49.00,1,0.00,49.00
FV,K Crystal,K Crystal - Bunny (Mini) Flourite,47.00,47.00,5,0.00,9.40
FV,K Crystal,K Crystal Mushroom,36.00,36.00,3,0.00,12.00
FV,K Crystal,K Crystal Butterfly - Prehnite,35.00,35.00,1,0.00,35.00
FV,K Crystal,K Crystal Heart (Small) - Amethyst,34.00,34.00,2,0.00,17.00
FV,K Crystal,K Crystal Elephant - Rose Quartz,28.00,28.00,1,0.00,28.00
FV,K Crystal,K Crystal Hello Kitty - Howlite,25.00,25.00,1,0.00,25.00
FV,K Crystal,K Crystal Tower - Amethyst (small),15.00,15.00,1,0.00,15.00
FV,K Crystal,K Crystal Bear - Rose Quartz,12.00,12.00,1,0.00,12.00
FV,K Crystal,K Crystal Mini Mushroom,12.00,12.00,4,0.00,3.00
FV,K Crystal,K Crystal Pokemon - Moss Agate,10.00,10.00,1,0.00,10.00
FV,K Crystal,K Crystal Mini - Amethyst,6.00,6.00,2,0.00,3.00
FV,K Crystal,K Crystal Mini - Clear Quartz,6.00,6.00,2,0.00,3.00
FV,Accessories,LA Rings,304.00,276.00,12,-28.00,23.00
FV,Accessories,Silicone Bra,32.00,32.00,1,0.00,32.00
FV,Boho Moon Art,Boho Daisy Swarovski Pearl Necklace,170.00,170.00,2,0.00,85.00
